hs16 151    175 0.015
hs16 296026 296050 0.118
hs16 296051 296075 0.03
hs16 296076 296100 0.088
hs16 296101 296125 0.088
hs16 296126 296150 0.118
hs16 296151 296175 0.03
hs16 296176 296200 0.03
hs16 296226 296250 0.059
hs16 296251 296275 0.059
hs16 296276 296300 0.059
hs16 296301 296325 0.088
hs16 296326 296350 0.207
hs16 296351 296375 0.176
hs16 296376 296400 0.176
hs16 296401 296425 0.088
hs16 296426 296450 0.118
hs16 296451 296475 0.118
hs16 296476 296500 0.059
hs16 296501 296525 0.059
hs16 296526 296550 0.03
hs16 296551 296575 0.03
hs16 296626 296650 0.088
hs16 296651 296675 0.118
hs16 296676 296700 0.118
hs16 296701 296725 0.088
hs16 296726 296750 0.147
hs16 296751 296775 0.207
hs16 296776 296800 0.176
hs16 296801 296825 0.088
hs16 296826 296850 0.059
hs16 296851 296875 0.03
hs16 296876 296900 0.03
hs16 296926 296950 0.03
hs16 296951 296975 0.059
hs16 296976 297000 0.059
hs16 297001 297025 0.088
hs16 297026 297050 0.088
hs16 297051 297075 0.088
hs16 297076 297100 0.03
hs16 297201 297225 0.03
hs16 297226 297250 0.03
hs16 297251 297275 0.03
hs16 297326 297350 0.03
hs16 297351 297375 0.03
hs16 297376 297400 0.03
hs16 297401 297425 0.03
hs16 297426 297450 0.03
hs16 297451 297475 0.03
hs16 297501 297525 0.03
hs16 297526 297550 0.088
hs16 297551 297575 0.088
hs16 297576 297600 0.118
hs16 297601 297625 0.088
hs16 297626 297650 0.118
hs16 297651 297675 0.118
hs16 297676 297700 0.118
hs16 297701 297725 0.118
hs16 297726 297750 0.088
hs16 297751 297775 0.236
hs16 297776 297800 0.236
hs16 297801 297825 0.206
hs16 297826 297850 0.059
hs16 297851 297875 0.03
hs16 297876 297900 0.118
hs16 297901 297925 0.088
hs16 297926 297950 0.088
hs16 297951 297975 0.118
hs16 297976 298000 0.147
hs16 298001 298025 0.147
hs16 298026 298050 0.088
hs16 298051 298075 0.118
hs16 298076 298100 0.118
hs16 298101 298125 0.059
hs16 298176 298200 0.03
hs16 298201 298225 0.03
hs16 298226 298250 0.03
hs16 298301 298325 0.03
hs16 298326 298350 0.059
hs16 298351 298375 0.059
hs16 298376 298400 0.029
hs16 298401 298425 0.029
hs16 298426 298450 0.118
hs16 298451 298475 0.118
hs16 298476 298500 0.118
hs16 298501 298525 0.118
hs16 298526 298550 0.118
hs16 298551 298575 0.088
hs16 298576 298600 0.029
hs16 298601 298625 0.088
hs16 298626 298650 0.088
hs16 298651 298675 0.059
hs16 298676 298700 0.029
hs16 298701 298725 0.029
hs16 298726 298750 0.029
hs16 298801 298825 0.029
hs16 298826 298850 0.029
hs16 298851 298875 0.029
hs16 298876 298900 0.059
hs16 298901 298925 0.088
hs16 298926 298950 0.088
hs16 298951 298975 0.029
hs16 298976 299000 0.029
hs16 299001 299025 0.029
hs16 299026 299050 0.029
hs16 299126 299150 0.009
hs16 299151 299175 0.009
hs16 299176 299200 0.009
hs16 299351 299375 0.029
hs16 299376 299400 0.03
hs16 299401 299425 0.03
hs16 299451 299475 0.03
hs16 299476 299500 0.082
hs16 299501 299525 0.113
hs16 299526 299550 0.082
hs16 299551 299575 0.051
hs16 299576 299600 0.03
hs16 299601 299625 0.03
hs16 299726 299750 0.03
hs16 299751 299775 0.03
hs16 299776 299800 0.03
hs16 299851 299875 0.051
hs16 299876 299900 0.051
hs16 299901 299925 0.051
hs16 299926 299950 0.03
hs16 299951 299975 0.03
hs16 299976 300000 1.234
hs16 300001 300025 1.004
hs16 300026 300050 0.941
hs16 300051 300075 0.616
hs16 300126 300150 0.03
hs16 300151 300175 0.03
hs16 300176 300200 0.051
hs16 300201 300225 0.03
hs16 300226 300250 0.051
hs16 300251 300275 0.03
hs16 300276 300300 0.03
hs16 300476 300500 0.03
hs16 300501 300525 0.03
hs16 300526 300550 0.03
hs16 300701 300725 0.03
hs16 300726 300750 0.03
hs16 300751 300775 0.03
hs16 300776 300800 0.03
hs16 300801 300825 0.059
hs16 300826 300850 0.088
hs16 300851 300875 0.088
hs16 300876 300900 0.059
hs16 300901 300925 0.059
hs16 300926 300950 0.059
hs16 300951 300975 0.088
hs16 300976 301000 0.059
hs16 301001 301025 0.03
hs16 301326 301350 0.03
hs16 301351 301375 0.03
hs16 301376 301400 0.03
hs16 301401 301425 0.03
hs16 301426 301450 0.03
hs16 301451 301475 0.03
hs16 301526 301550 0.003
hs16 301551 301575 0.007
hs16 301576 301600 0.007
hs16 301601 301625 0.003
hs16 301676 301700 0.044
hs16 301701 301725 0.044
hs16 301726 301750 0.044
hs16 301776 301800 0.029
hs16 301801 301825 0.029
hs16 301826 301850 0.029
hs16 302126 302150 0.029
hs16 302151 302175 0.029
hs16 302176 302200 0.029
hs16 302351 302375 0.029
hs16 302376 302400 0.029
hs16 302401 302425 0.029
hs16 303076 303100 0.03
hs16 303101 303125 0.03
hs16 303126 303150 0.03
hs16 303201 303225 0.059
hs16 303226 303250 0.059
hs16 303251 303275 0.059
hs16 303326 303350 0.03
hs16 303351 303375 0.03
hs16 303376 303400 0.03
hs16 303526 303550 0.03
hs16 303551 303575 0.03
hs16 303576 303600 0.03
hs16 303626 303650 0.03
hs16 303651 303675 0.059
hs16 303676 303700 0.059
hs16 303701 303725 0.059
hs16 303726 303750 0.03
hs16 303751 303775 0.059
hs16 303776 303800 0.03
hs16 303801 303825 0.03
hs16 303901 303925 0.03
hs16 303926 303950 0.059
hs16 303951 303975 0.088
hs16 303976 304000 0.088
hs16 304001 304025 0.059
hs16 304026 304050 0.059
hs16 304051 304075 0.03
hs16 304076 304100 0.059
hs16 304101 304125 0.053
hs16 304126 304150 0.077
hs16 304151 304175 0.053
hs16 304176 304200 0.03
hs16 304276 304300 0.03
hs16 304301 304325 0.053
hs16 304326 304350 0.053
hs16 304351 304375 0.03
hs16 304426 304450 0.03
hs16 304451 304475 0.053
hs16 304476 304500 0.053
hs16 304501 304525 0.03
hs16 304526 304550 0.03
hs16 304551 304575 0.884
hs16 304576 304600 0.967
hs16 304601 304625 1.145
hs16 304626 304650 1.145
hs16 304651 304675 1.062
hs16 304676 304700 1.478
hs16 304926 304950 0.03
hs16 304951 304975 0.03
hs16 304976 305000 0.03
hs16 305051 305075 0.03
hs16 305076 305100 0.03
hs16 305101 305125 0.03
hs16 305276 305300 0.03
hs16 305301 305325 0.03
hs16 305326 305350 0.03
hs16 306176 306200 0.03
hs16 306201 306225 0.03
hs16 306226 306250 0.03
hs16 306301 306325 0.059
hs16 306326 306350 0.059
hs16 306351 306375 0.059
hs16 306376 306400 0.059
hs16 306401 306425 0.059
hs16 306426 306450 0.059
hs16 306451 306475 0.03
hs16 306476 306500 0.03
hs16 306501 306525 0.088
hs16 306526 306550 0.059
hs16 306551 306575 0.059
hs16 306626 306650 0.03
hs16 306651 306675 0.118
hs16 306676 306700 0.118
hs16 306701 306725 0.088
hs16 306751 306775 0.118
hs16 306776 306800 0.118
hs16 306801 306825 0.118
hs16 306876 306900 0.03
hs16 306901 306925 0.059
hs16 306926 306950 0.059
hs16 306951 306975 0.03
hs16 307076 307100 0.03
hs16 307101 307125 0.03
hs16 307126 307150 0.03
hs16 307201 307225 0.03
hs16 307226 307250 0.03
hs16 307251 307275 0.03
hs16 307326 307350 0.059
hs16 307351 307375 0.088
hs16 307376 307400 0.118
hs16 307401 307425 0.059
hs16 307426 307450 0.176
hs16 307451 307475 0.176
hs16 307476 307500 0.176
hs16 307501 307525 0.059
hs16 307526 307550 0.059
hs16 307551 307575 0.059
hs16 307576 307600 0.03
hs16 307626 307650 0.03
hs16 307651 307675 0.059
hs16 307676 307700 0.118
hs16 307701 307725 0.088
hs16 307726 307750 0.088
hs16 307751 307775 0.059
hs16 307776 307800 0.059
hs16 307801 307825 0.059
hs16 307826 307850 0.088
hs16 307851 307875 0.118
hs16 307876 307900 0.118
hs16 307901 307925 0.118
hs16 307926 307950 0.118
hs16 307951 307975 0.088
hs16 307976 308000 0.03
hs16 308001 308025 0.059
hs16 308026 308050 0.059
hs16 308051 308075 0.088
hs16 308076 308100 0.03
hs16 308101 308125 0.03
hs16 308176 308200 0.059
hs16 308201 308225 0.059
hs16 308226 308250 0.059
hs16 308326 308350 0.059
hs16 308351 308375 0.058
hs16 308376 308400 0.088
hs16 308401 308425 0.03
hs16 308426 308450 0.058
hs16 308451 308475 0.058
hs16 308476 308500 0.058
hs16 308501 308525 0.03
hs16 308526 308550 0.03
hs16 308551 308575 0.03
hs16 308576 308600 0.058
hs16 308601 308625 0.088
hs16 308626 308650 0.088
hs16 308651 308675 0.058
hs16 308676 308700 0.03
hs16 308701 308725 0.03
hs16 308726 308750 0.088
hs16 308751 308775 0.058
hs16 308776 308800 0.148
hs16 308801 308825 0.088
hs16 308826 308850 0.118
hs16 308851 308875 0.03
hs16 308876 308900 0.03
hs16 309001 309025 0.03
hs16 309026 309050 0.03
hs16 309051 309075 0.058
hs16 309076 309100 0.088
hs16 309101 309125 0.088
hs16 309126 309150 0.058
hs16 309176 309200 0.088
hs16 309201 309225 0.088
hs16 309226 309250 0.118
hs16 309251 309275 0.03
hs16 309276 309300 0.03
hs16 309301 309325 0.058
hs16 309326 309350 0.058
hs16 309351 309375 0.058
hs16 309476 309500 0.03
hs16 309501 309525 0.058
hs16 309526 309550 0.088
hs16 309551 309575 0.088
hs16 309576 309600 0.058
hs16 309601 309625 0.088
hs16 309626 309650 0.058
hs16 309651 309675 0.058
hs16 309726 309750 0.058
hs16 309751 309775 0.117
hs16 309776 309800 0.234
hs16 309801 309825 0.293
hs16 309826 309850 0.324
hs16 309851 309875 0.234
hs16 309876 309900 0.147
hs16 309901 309925 0.206
hs16 309926 309950 0.176
hs16 309951 309975 0.147
hs16 312276 312300 0.03
hs16 312301 312325 0.03
hs16 312326 312350 0.03
hs16 312401 312425 0.03
hs16 312426 312450 0.03
hs16 312451 312475 0.03
hs16 312476 312500 0.059
hs16 312501 312525 0.059
hs16 312526 312550 0.059
hs16 312576 312600 0.03
hs16 312601 312625 0.03
hs16 312626 312650 0.03
hs16 314326 314350 0.03
hs16 314351 314375 0.03
hs16 314376 314400 0.03
hs16 314701 314725 0.03
hs16 314726 314750 0.03
hs16 314751 314775 0.03
hs16 314826 314850 0.03
hs16 314851 314875 0.03
hs16 314876 314900 0.03
hs16 315826 315850 0.03
hs16 315851 315875 0.03
hs16 315876 315900 0.03
hs16 315901 315925 0.03
hs16 315926 315950 0.03
hs16 315951 315975 0.03
hs16 319026 319050 0.03
hs16 319051 319075 0.03
hs16 319076 319100 0.03
hs16 319701 319725 0.012
hs16 319726 319750 0.012
hs16 319751 319775 0.012
hs16 319876 319900 0.03
hs16 319901 319925 0.03
hs16 319926 319950 0.03
hs16 320501 320525 0.03
hs16 320526 320550 0.03
hs16 320551 320575 0.03
hs16 320601 320625 0.03
hs16 320626 320650 0.03
hs16 320651 320675 0.03
hs16 321101 321125 0.03
hs16 321126 321150 0.03
hs16 321151 321175 0.03
hs16 321176 321200 0.03
hs16 321201 321225 0.03
hs16 321226 321250 0.03
hs16 322751 322775 0.059
hs16 322776 322800 0.059
hs16 322801 322825 0.059
hs16 322851 322875 0.029
hs16 322876 322900 0.029
hs16 322901 322925 0.029
hs16 323126 323150 0.014
hs16 323151 323175 0.014
hs16 323176 323200 0.014
hs16 323851 323875 0.03
hs16 323876 323900 0.03
hs16 323901 323925 0.03
hs16 323926 323950 0.03
hs16 323951 323975 0.03
hs16 323976 324000 0.03
hs16 324076 324100 0.03
hs16 324101 324125 0.03
hs16 324126 324150 0.03
hs16 325601 325625 0.03
hs16 325626 325650 0.03
hs16 325651 325675 0.03
hs16 325751 325775 0.03
hs16 325776 325800 0.059
hs16 325801 325825 0.059
hs16 325826 325850 0.03
hs16 325851 325875 0.03
hs16 325876 325900 0.03
hs16 325901 325925 0.03
hs16 328601 328625 0.03
hs16 328626 328650 0.03
hs16 328651 328675 0.03
hs16 328726 328750 0.03
hs16 328751 328775 0.03
hs16 328776 328800 0.03
hs16 329301 329325 0.003
hs16 329326 329350 0.003
hs16 329351 329375 0.003
hs16 329726 329750 0.03
hs16 329751 329775 0.03
hs16 329776 329800 0.03
hs16 329801 329825 0.03
hs16 329826 329850 0.059
hs16 329851 329875 0.059
hs16 329876 329900 0.03
hs16 330076 330100 0.03
hs16 330101 330125 0.03
hs16 330126 330150 0.03
hs16 330151 330175 0.03
hs16 330176 330200 0.03
hs16 330201 330225 0.03
hs16 332126 332150 0.03
hs16 332151 332175 0.03
hs16 332176 332200 0.03
hs16 332226 332250 0.03
hs16 332251 332275 0.03
hs16 332276 332300 0.03
hs16 333601 333625 0.004
hs16 333626 333650 0.004
hs16 333651 333675 0.004
hs16 334776 334800 0.03
hs16 334801 334825 0.03
hs16 334826 334850 0.03
hs16 334876 334900 0.03
hs16 334901 334925 0.03
hs16 334926 334950 0.03
hs16 335476 335500 0.01
hs16 335501 335525 0.01
hs16 335526 335550 0.01
hs16 335776 335800 0.03
hs16 335801 335825 0.058
hs16 335826 335850 0.058
hs16 335851 335875 0.03
hs16 335876 335900 0.03
hs16 335901 335925 0.058
hs16 335926 335950 0.058
hs16 335951 335975 0.03
hs16 336151 336175 1.412
hs16 336176 336200 1.622
hs16 336201 336225 1.468
hs16 336226 336250 1.021
hs16 336251 336275 1.524
hs16 336276 336300 1.412
hs16 336301 336325 1.594
hs16 336326 336350 0.7
hs16 336351 336375 0.463
hs16 336376 336400 0.518
hs16 336401 336425 0.798
hs16 336426 336450 0.993
hs16 336451 336475 0.882
hs16 336476 336500 0.798
hs16 336501 336525 1.259
hs16 336526 336550 1.524
hs16 336551 336575 1.412
hs16 336576 336600 1.063
hs16 336601 336625 1.091
hs16 336626 336650 1.524
hs16 336651 336675 1.706
hs16 336676 336700 1.566
hs16 336701 336725 1.468
hs16 336726 336750 1.021
hs16 336751 336775 0.798
hs16 336776 336800 0.379
hs16 336801 336825 0.463
hs16 336826 336850 0.553
hs16 336851 336875 0.553
hs16 336876 336900 0.7
hs16 336901 336925 0.616
hs16 336926 336950 0.972
hs16 336951 336975 0.731
hs16 336976 337000 1.087
hs16 337001 337025 1.203
hs16 337026 337050 1.36
hs16 337051 337075 0.972
hs16 337076 337100 0.679
hs16 337101 337125 0.501
hs16 337701 337725 0.03
hs16 337726 337750 0.03
hs16 337751 337775 0.03
hs16 338926 338950 0.03
hs16 338951 338975 0.03
hs16 338976 339000 0.03
hs16 340626 340650 0.059
hs16 340651 340675 0.059
hs16 340676 340700 0.059
hs16 340701 340725 0.03
hs16 340726 340750 0.059
hs16 340751 340775 0.059
hs16 340776 340800 0.03
hs16 340926 340950 0.03
hs16 340951 340975 0.03
hs16 340976 341000 0.03
hs16 342376 342400 0.411
hs16 342401 342425 0.118
hs16 342426 342450 0.03
hs16 342551 342575 0.088
hs16 342576 342600 0.118
hs16 342601 342625 0.118
hs16 342626 342650 0.03
hs16 344526 344550 0.03
hs16 344551 344575 0.03
hs16 344576 344600 0.03
hs16 344726 344750 0.03
hs16 344751 344775 0.03
hs16 344776 344800 0.03
hs16 345476 345500 0.03
hs16 345501 345525 0.03
hs16 345526 345550 0.03
hs16 348176 348200 0.03
hs16 348201 348225 0.03
hs16 348226 348250 0.03
hs16 348251 348275 0.03
hs16 348276 348300 0.03
hs16 348301 348325 0.03
hs16 348951 348975 0.03
hs16 348976 349000 0.03
hs16 349001 349025 0.03
hs16 349026 349050 0.03
hs16 349051 349075 0.03
hs16 349076 349100 0.03
hs16 355501 355525 0.03
hs16 355526 355550 0.03
hs16 355551 355575 0.03
hs16 355976 356000 0.03
hs16 356001 356025 0.03
hs16 356026 356050 0.03
hs16 356951 356975 0.03
hs16 356976 357000 0.091
hs16 357001 357025 0.213
hs16 357026 357050 0.274
hs16 357051 357075 0.152
hs16 357076 357100 0.274
hs16 357101 357125 0.458
hs16 357126 357150 0.519
hs16 357151 357175 0.336
hs16 357176 357200 0.213
hs16 357201 357225 0.213
hs16 357226 357250 0.213
hs16 357251 357275 0.152
hs16 357276 357300 0.091
hs16 357301 357325 0.274
hs16 357326 357350 0.274
hs16 357351 357375 0.519
hs16 357376 357400 0.458
hs16 357401 357425 0.458
hs16 357426 357450 2.417
hs16 357451 357475 2.662
hs16 357476 357500 3.274
hs16 357501 357525 1.989
hs16 357526 357550 3.458
hs16 357551 357575 4.988
hs16 357576 357600 6.213
hs16 357601 357625 7.559
hs16 357626 357650 6.825
hs16 357651 357675 5.111
hs16 357676 357700 2.907
hs16 357701 357725 2.417
hs16 357726 357750 4.437
hs16 357751 357775 5.356
hs16 357776 357800 6.09
hs16 358001 358025 0.03
hs16 358026 358050 0.03
hs16 358051 358075 0.03
hs16 358351 358375 4.834
hs16 358376 358400 4.734
hs16 358401 358425 3.883
hs16 358451 358475 0.03
hs16 358476 358500 0.03
hs16 358501 358525 0.08
hs16 358526 358550 2.182
hs16 358551 358575 3.483
hs16 358576 358600 4.734
hs16 358601 358625 5.635
hs16 358626 358650 5.685
hs16 358676 358700 0.03
hs16 358701 358725 0.03
hs16 358726 358750 0.03
hs16 358776 358800 0.08
hs16 358801 358825 0.08
hs16 358826 358850 0.18
hs16 358851 358875 0.28
hs16 358876 358900 0.78
hs16 358901 358925 0.78
hs16 358926 358950 0.63
hs16 358951 358975 0.38
hs16 358976 359000 0.93
hs16 359001 359025 0.88
hs16 359026 359050 0.62
hs16 359051 359075 0.03
hs16 359076 359100 7.464
hs16 359101 359125 11.949
hs16 359126 359150 11.713
hs16 359151 359175 10.297
hs16 359176 359200 12.303
hs16 359201 359225 14.545
hs16 359226 359250 0.03
hs16 359476 359500 0.03
hs16 359501 359525 0.03
hs16 359526 359550 0.03
hs16 359551 359575 0.03
hs16 359576 359600 0.03
hs16 359601 359625 0.03
hs16 359626 359650 0.03
hs16 359651 359675 0.03
hs16 359676 359700 0.03
hs16 359701 359725 0.03
hs16 359726 359750 0.03
hs16 359751 359775 0.03
hs16 359776 359800 0.03
hs16 359801 359825 0.03
hs16 359826 359850 0.03
hs16 359851 359875 0.03
hs16 359901 359925 0.03
hs16 359926 359950 0.03
hs16 359951 359975 11.477
hs16 359976 360000 3.216
hs16 360001 360025 3.216
hs16 360026 360050 2.39
hs16 360051 360075 4.116
hs16 360076 360100 7.287
hs16 360101 360125 7.348
hs16 360126 360150 4.908
hs16 360151 360175 3.933
hs16 360176 360200 5.823
hs16 360201 360225 5.945
hs16 360226 360250 3.14
hs16 360251 360275 0.03
hs16 360326 360350 0.03
hs16 360451 360475 0.213
hs16 360501 360525 1.981
hs16 360526 360550 0.335
hs16 360651 360675 0.03
hs16 360676 360700 0.03
hs16 360701 360725 0.03
hs16 360876 360900 0.03
hs16 360901 360925 0.274
hs16 360926 360950 0.517
hs16 360951 360975 0.883
hs16 360976 361000 1.066
hs16 361001 361025 1.066
hs16 361026 361050 0.944
hs16 361051 361075 1.127
hs16 361076 361100 1.027
hs16 361101 361125 1.081
hs16 361126 361150 0.73
hs16 361151 361175 0.879
hs16 361176 361200 0.609
hs16 361201 361225 0.433
hs16 361226 361250 0.406
hs16 361251 361275 0.649
hs16 361276 361300 0.757
hs16 361301 361325 0.825
hs16 361326 361350 1
hs16 361351 361375 0.933
hs16 361376 361400 0.798
hs16 361401 361425 0.46
hs16 361426 361450 0.555
hs16 361451 361475 0.528
hs16 361476 361500 0.555
hs16 361501 361525 0.676
hs16 361526 361550 0.73
hs16 361551 361575 0.703
hs16 361576 361600 0.433
hs16 361601 361625 0.528
hs16 361626 361650 0.609
hs16 361651 361675 0.582
hs16 361676 361700 0.406
hs16 361701 361725 0.46
hs16 361726 361750 0.555
hs16 361751 361775 0.676
hs16 361776 361800 0.46
hs16 361801 361825 0.406
hs16 361826 361850 0.703
hs16 361851 361875 1.297
hs16 361876 361900 1.378
hs16 361901 361925 1.27
hs16 361926 361950 1.23
hs16 361951 361975 1.419
hs16 361976 362000 1.5
hs16 362001 362025 1.824
hs16 362026 362050 1.945
hs16 362051 362075 1.851
hs16 362076 362100 1.23
hs16 362101 362125 0.913
hs16 362126 362150 0.913
hs16 362151 362175 0.798
hs16 362176 362200 1.143
hs16 362201 362225 1.259
hs16 362226 362250 1.335
hs16 362251 362275 1.527
hs16 362276 362300 1.95
hs16 362301 362325 0.106
hs16 362326 362350 0.145
hs16 362351 362375 0.068
hs16 362376 362400 0.106
hs16 362401 362425 0.068
hs16 362426 362450 0.068
hs16 362451 362475 0.03
hs16 362476 362500 0.03
hs16 362501 362525 0.068
hs16 362526 362550 0.03
hs16 362551 362575 0.03
hs16 362576 362600 0.106
hs16 362601 362625 0.106
hs16 362626 362650 2.564
hs16 362651 362675 2.91
hs16 362676 362700 3.256
hs16 362701 362725 3.717
hs16 362726 362750 4.37
hs16 362751 362775 0.145
hs16 362776 362800 0.145
hs16 362801 362825 0.145
hs16 362826 362850 0.03
hs16 362851 362875 0.106
hs16 362876 362900 0.068
hs16 362901 362925 0.106
hs16 362926 362950 0.145
hs16 362951 362975 0.145
hs16 362976 363000 0.106
hs16 363001 363025 0.145
hs16 363026 363050 0.145
hs16 363051 363075 0.145
hs16 363076 363100 0.068
hs16 363101 363125 0.03
hs16 363126 363150 0.03
hs16 363151 363175 0.03
hs16 363251 363275 0.03
hs16 363276 363300 0.03
hs16 363301 363325 0.03
hs16 363351 363375 0.03
hs16 363376 363400 0.03
hs16 363401 363425 0.063
hs16 363426 363450 0.03
hs16 363451 363475 0.097
hs16 363476 363500 0.063
hs16 363501 363525 0.063
hs16 363526 363550 0.131
hs16 363551 363575 0.131
hs16 363576 363600 0.165
hs16 363601 363625 0.03
hs16 363626 363650 0.03
hs16 363651 363675 0.03
hs16 363676 363700 0.03
hs16 363726 363750 0.03
hs16 363751 363775 0.03
hs16 363776 363800 0.03
hs16 363801 363825 0.03
hs16 363851 363875 0.03
hs16 363876 363900 0.03
hs16 363901 363925 0.063
hs16 363926 363950 0.03
hs16 363951 363975 0.03
hs16 363976 364000 0.03
hs16 364001 364025 0.03
hs16 364026 364050 4.316
hs16 364051 364075 3.472
hs16 364076 364100 2.088
hs16 364101 364125 1.413
hs16 364126 364150 1.413
hs16 364151 364175 1.268
hs16 364176 364200 0.083
hs16 364201 364225 0.047
hs16 364226 364250 1.233
hs16 364251 364275 1.233
hs16 364276 364300 1.286
hs16 364301 364325 1.533
hs16 364326 364350 1.799
hs16 364351 364375 1.586
hs16 364376 364400 1.622
hs16 364401 364425 0.136
hs16 364651 364675 0.03
hs16 364676 364700 0.03
hs16 364701 364725 0.03
hs16 364751 364775 0.03
hs16 364776 364800 1.286
hs16 364801 364825 1.622
hs16 364826 364850 1.374
hs16 364851 364875 1.993
hs16 364876 364900 1.675
hs16 364901 364925 0.136
hs16 364926 364950 0.118
hs16 364951 364975 0.083
hs16 364976 365000 0.047
hs16 365001 365025 0.047
hs16 365026 365050 0.047
hs16 365051 365075 0.083
hs16 365076 365100 0.083
hs16 365101 365125 0.03
hs16 365126 365150 0.03
hs16 365151 365175 1.71
hs16 365176 365200 1.72
hs16 365201 365225 2.564
hs16 365226 365250 3.294
hs16 365251 365275 4.062
hs16 365276 365300 0.03
hs16 365326 365350 0.068
hs16 365351 365375 4.101
hs16 365376 365400 3.947
hs16 365401 365425 4.907
hs16 365426 365450 4.6
hs16 365701 365725 0.03
hs16 365726 365750 0.03
hs16 365751 365775 0.03
hs16 365826 365850 0.03
hs16 365851 365875 0.03
hs16 365876 365900 0.03
hs16 366051 366075 0.03
hs16 366076 366100 0.03
hs16 366101 366125 0.03
hs16 366151 366175 4.293
hs16 366176 366200 1.873
hs16 366201 366225 2.762
hs16 366226 366250 2.197
hs16 366251 366275 1.881
hs16 366276 366300 0.413
hs16 366301 366325 0.368
hs16 366326 366350 0.707
hs16 366351 366375 0.865
hs16 366376 366400 1
hs16 366401 366425 0.797
hs16 366426 366450 0.842
hs16 366451 366475 1.339
hs16 366476 366500 0.233
hs16 366501 366525 0.413
hs16 366526 366550 0.549
hs16 366551 366575 1.7
hs16 366576 366600 1.475
hs16 366601 366625 1.136
hs16 366626 366650 0.842
hs16 366651 366675 1.136
hs16 366676 366700 1.791
hs16 366701 366725 2.355
hs16 366726 366750 1.904
hs16 366751 366775 1.136
hs16 366776 366800 1.046
hs16 366801 366825 2.197
hs16 366826 366850 0.03
hs16 366901 366925 0.03
hs16 366926 366950 0.03
hs16 366951 366975 0.03
hs16 367026 367050 0.03
hs16 367051 367075 2.536
hs16 367076 367100 2.265
hs16 367101 367125 1.565
hs16 367126 367150 1.181
hs16 367151 367175 1.181
hs16 367251 367275 0.03
hs16 367276 367300 0.03
hs16 367301 367325 0.03
hs16 367401 367425 0.825
hs16 367426 367450 0.997
hs16 367451 367475 1.199
hs16 367476 367500 1.324
hs16 367501 367525 1.199
hs16 367526 367550 0.965
hs16 367551 367575 1.293
hs16 367576 367600 1.652
hs16 367676 367700 1.854
hs16 367701 367725 2.01
hs16 367726 367750 1.262
hs16 367751 367775 0.7
hs16 367776 367800 0.638
hs16 367801 367825 0.591
hs16 367826 367850 0.731
hs16 367951 367975 0.045
hs16 367976 368000 0.076
hs16 368001 368025 0.045
hs16 368026 368050 0.03
hs16 368051 368075 0.045
hs16 368076 368100 0.076
hs16 368101 368125 0.076
hs16 368126 368150 0.108
hs16 368151 368175 0.108
hs16 368176 368200 0.076
hs16 368201 368225 0.076
hs16 368226 368250 0.03
hs16 368251 368275 0.03
hs16 368276 368300 0.087
hs16 368301 368325 0.207
hs16 368326 368350 0.207
hs16 368351 368375 0.207
hs16 368376 368400 0.177
hs16 368401 368425 0.117
hs16 368426 368450 0.177
hs16 368451 368475 0.147
hs16 368476 368500 0.058
hs16 368526 368550 0.058
hs16 368551 368575 0.058
hs16 368576 368600 0.087
hs16 368601 368625 0.03
hs16 368626 368650 0.058
hs16 368651 368675 0.03
hs16 368676 368700 0.03
hs16 368701 368725 0.03
hs16 368726 368750 0.03
hs16 368751 368775 0.058
hs16 368776 368800 0.03
hs16 368801 368825 0.03
hs16 368851 368875 0.03
hs16 368876 368900 0.03
hs16 368901 368925 0.03
hs16 369026 369050 0.03
hs16 369051 369075 0.03
hs16 369076 369100 0.03
hs16 369176 369200 0.03
hs16 369201 369225 0.03
hs16 369226 369250 0.03
hs16 369251 369275 0.03
hs16 369276 369300 0.058
hs16 369301 369325 0.059
hs16 369326 369350 0.03
hs16 369376 369400 0.03
hs16 369401 369425 0.03
hs16 369426 369450 0.03
hs16 369501 369525 0.03
hs16 369526 369550 0.03
hs16 369551 369575 0.059
hs16 369576 369600 0.059
hs16 369601 369625 0.088
hs16 369626 369650 0.059
hs16 369651 369675 0.03
hs16 369676 369700 0.03
hs16 369701 369725 0.118
hs16 369726 369750 0.118
hs16 369751 369775 0.088
hs16 369826 369850 0.03
hs16 369851 369875 0.03
hs16 369876 369900 0.059
hs16 369901 369925 0.03
hs16 369926 369950 0.059
hs16 369951 369975 0.059
hs16 369976 370000 0.088
hs16 370001 370025 0.088
hs16 370026 370050 0.059
hs16 370051 370075 0.03
hs16 370126 370150 0.088
hs16 370151 370175 0.118
hs16 370176 370200 0.147
hs16 370201 370225 0.147
hs16 370226 370250 0.147
hs16 370251 370275 0.176
hs16 370276 370300 0.118
hs16 370301 370325 0.147
hs16 370326 370350 0.089
hs16 370351 370375 0.059
hs16 370401 370425 0.03
hs16 370426 370450 0.03
hs16 370451 370475 0.03
hs16 370501 370525 0.03
hs16 370526 370550 0.03
hs16 370551 370575 0.03
hs16 370926 370950 0.03
hs16 370951 370975 0.03
hs16 370976 371000 0.059
hs16 371001 371025 0.03
hs16 371026 371050 0.03
hs16 371051 371075 0.03
hs16 371076 371100 0.03
hs16 371101 371125 0.03
hs16 371401 371425 0.03
hs16 371426 371450 0.03
hs16 371451 371475 0.03
